"Questions","Who ","How ","In which ","What ","When ","Where ","Which "
"How many shows are made by the channel whose predecessor was the Comedy Channel ?","0","1","0","0","0","0","0"
"What are the movies directed by Joel Schumacher ?","0","0","0","1","0","0","0"
"How many wars took place in Israel ?","0","1","0","0","0","0","0"
"Where is Richard Stites located ?","0","0","0","0","0","1","0"
"How many companies serve the Australian region ?","0","1","0","0","0","0","0"
"Who wrote The Times They Are a-Changin ?","1","0","0","0","0","0","0"
"Who was the opponent of Robert Carr, 1st Earl of Somerset ?","1","0","0","0","0","0","0"
"Give me the total number of architect of the buildings whose one of the  architect was Louis D. Astorino ?","0","0","0","0","0","0","0"
"Where can i find companies which were started in Toronto ?","0","0","0","0","0","1","0"
"List the leaders of the government agencies whose jurisdiction was German-occupied Europe. ?","0","0","0","0","0","0","0"
"What is the total number of awards whose presenter's headquarters is Beverly Hills, California ?","0","0","0","1","0","0","0"
"Count the total number of launch site of the rockets which have been launched form Cape Canaveral Air Force Station ?","0","0","0","0","0","0","0"
"How many shows are made by Larry David ?","0","1","0","0","0","0","0"
"Name the home town of Cline Buckens ?","0","0","0","0","0","0","0"
"Was Cliff Burton in Metallica ?","0","0","0","0","0","0","0"
"What are the television shows whose network's sister station is BBC Two ?","0","0","0","1","0","0","0"
"How many kinds of games can be played on the Amiga ?","0","1","0","0","0","0","0"
"Is Michael Schumacher the first driver of the 1994 grand prix ?","0","0","0","0","0","0","0"
"By which companies is RENFE Class 333 designed ?","0","0","0","0","0","0","0"
"Does the asiana airlines fly into the Gimhae International Airport ?","0","0","0","0","0","0","0"
"What is the state of the senator whose successor is Nathaniel P. Hill ?","0","0","0","1","0","0","0"
"Count the awards given to the recepients of the Becket fund for religious liberty. ?","0","0","0","0","0","0","0"
"What is the president whose lieutenants are Winston Bryant and Joe Purcell ?","0","0","0","1","0","0","0"
"Who has written the mary poppins musical ?","1","0","0","0","0","0","0"
"Cable stayed bridges have been used to cross over how many things ?","0","0","0","0","0","0","0"
"To which military division does Clark Daniel Stearns belong ?","0","0","0","0","0","0","0"
"What are the resting places of the associates of John Betts a, Connecticut politician ?","0","0","0","1","0","0","0"
"Give me a count of mammals whose family is Canidae ?","0","0","0","0","0","0","0"
"What sports can be played in Kharghar's schools ?","0","0","0","1","0","0","0"
"For which team does Ramiro Pea play ?","0","0","0","0","0","0","0"
"How many shows is Russell Davies known for ?","0","1","0","0","0","0","0"
"What is the leader of the government agency which is the military unit of Erich Kempka ?","0","0","0","1","0","0","0"
"Name the serving line of Daund Junction railway station ?","0","0","0","0","0","0","0"
"Who was the president under whom, a governor participated in Shay's rebellion ?","1","0","0","0","0","0","0"
"Is the charat district a district in peru ?","0","0","0","0","0","0","0"
"Who are the people who influenced the writers of Evenor ?","1","0","0","0","0","0","0"
"What are some movies written by British writers ?","0","0","0","1","0","0","0"
"How many different people own the Timeform award winners ?","0","1","0","0","0","0","0"
"How many scientists are known for the Manhatten Project ?","0","1","0","0","0","0","0"
"Which political party of Chandra Shekhar is also the political party of Datl Satyanarayana Raju ?","0","0","0","0","0","0","1"
"How many people have been presenters for NBC shows ?","0","1","0","0","0","0","0"
"What is the television show whose executive producer is Douglas Netter ?","0","0","0","1","0","0","0"
"Whihc alma mater of angela Trusty is also the training center of David Scherman ?","0","0","0","0","0","0","0"
"How many producers have worked for FremantleMedia productions ?","0","1","0","0","0","0","0"
"Which successor of Philippine Ports Authority is the state of origin of Ruben J. Villote ?","0","0","0","0","0","0","1"
"Who is the spouse of Willian Menalaus ?","1","0","0","0","0","0","0"
"Is Joe Schilling the trainer of Nick Diaz ?","0","0","0","0","0","0","0"
"Is James Hetfield a band member of Metallica ?","0","0","0","0","0","0","0"
"Which baseball team is managed by Bruce Bochy ?","0","0","0","0","0","0","1"
"How many islands belong to archipelagos located in the pacific ?","0","1","0","0","0","0","0"
"How many other important things have been written by the creator of Stuart Alan Jones ?","0","1","0","0","0","0","0"
"Does Kirk Hammett play the Gibson Flying V ?","0","0","0","0","0","0","0"
"What novels are belong to the genre of Utopian and dystopian fiction ?","0","0","0","1","0","0","0"
"What is the programme format of WWTR ?","0","0","0","1","0","0","0"
"What is the home ground of the clubs managed by Ciao Zanardi ?","0","0","0","1","0","0","0"
"Which people are known for appearing on the television show Dragon's Den ?","0","0","0","0","0","0","1"
"How many railway lines go through the station maintained by Public transport authority of western australia ?","0","1","0","0","0","0","0"
"Carl Sagan has penned books on how many matters ?","0","0","0","0","0","0","0"
"what are some units udner the US department of navy ?","0","0","0","0","0","0","0"
"What sport has made Eric Schiller famous, and has employed Craig Van Tibury ?","0","0","0","1","0","0","0"
"What is the country whose administrative centre is Hagta, Guam ?","0","0","0","1","0","0","0"
"What is the political party of the of Bengalis ?","0","0","0","1","0","0","0"
"Was Writings and Drawings illustrated by Bob Dylan ?","0","0","0","0","0","0","0"
"How many major shrine are there, of the saints whose beatified by Pope Pius XI ?","0","1","0","0","0","0","0"
"Count all the things licensed as Software as a service. ?","0","0","0","0","0","0","0"
"How many different kinds of games are published by Interplay Entertainment ?","0","1","0","0","0","0","0"
"How many different kinds of softwares have been released under the GPL license ?","0","1","0","0","0","0","0"
"Who produced wizards vs aliens ?","1","0","0","0","0","0","0"
"Which team did Bill Murphy and Jean Segura play for ?","0","0","0","0","0","0","1"
"What location country of AH141 is also the nation of malaysia Junior hockey league ?","0","0","0","1","0","0","0"
"On how many subjects has Random house publishers published books ?","0","0","0","0","0","0","0"
"What are the things Eric Schiller known for ?","0","0","0","1","0","0","0"
"Does Walt Disney Studio have a subsidiary called PixarCascadia_ ?","0","0","0","0","0","0","0"
"Who is the leader of the Kriminalpolizei and Ordnungspolizei ?","1","0","0","0","0","0","0"
"Does vance johnson play as a wide receiver ?","0","0","0","0","0","0","0"
"How many different products are there of the companies located in the US ?","0","1","0","0","0","0","0"
"List all the former broadcast network of WMDN ?","0","0","0","0","0","0","0"
"Who are the people which were the influencer of the person, who influenced Costanzo Preve ?","1","0","0","0","0","0","0"
"What is the region of the successor of Mr. Jerome B. Chaffee ?","0","0","0","1","0","0","0"
"Was Zambezi originate in the north western province of zambia ?","0","0","0","0","0","0","0"
"Who first ascented a mountain of Cathedral Peak (California) ?","1","0","0","0","0","0","0"
"What awards did the film director of The Haunted House win ?","0","0","0","1","0","0","0"
"What all is produced by companies in Douglas, Isle of Man ?","0","0","0","1","0","0","0"
"What is the number of occupation of the people who died in tampa bay, florida ?","0","0","0","1","0","0","0"
"What is the municipality of Liberty Bell ?","0","0","0","1","0","0","0"
"How many fictional characters are there in a series in which Craig Robinson acted ?","0","1","0","0","0","0","0"
"Which television show is the subsequent work of Frasier and the opening theme is Gary Portnoy ?","0","0","0","0","0","0","1"
"in which country does the river end which originates in Lebrsnik ?","0","0","0","0","0","0","0"
"Which country's largest city is Lima ?","0","0","0","0","0","0","1"
"List the awards given to the relatives of Gregorios Bernardakis. ?","0","0","0","0","0","0","0"
"Count all the games whose distributors are located in America ?","0","0","0","0","0","0","0"
"Which non fiction of the Thud is also the field of the Jon Speelman ?","0","0","0","0","0","0","1"
"What is the owning organisation of the Ford Kansas City Assembly Plant and also the builder of the Ford Y-block engine ?","0","0","0","1","0","0","0"
"List the former partner of the figure skaters whose former choreographer was Igor Shpillband. ?","0","0","0","0","0","0","0"
"What is the title of Kakae ?","0","0","0","1","0","0","0"
"What is the birth city of the Salford City F.C players ?","0","0","0","1","0","0","0"
"To what other locations does the airlines have flights, who also fly to Birmingham ?","0","0","0","0","0","0","0"
"How many states does the Pioneer corporation operate in ?","0","1","0","0","0","0","0"
"How many people are there whose children died in Indiana ?","0","1","0","0","0","0","0"
"Which mountain range is the one with Ponte d'Aveneyre and Le Gibloux ?","0","0","0","0","0","0","1"
"What is the appliance which uses the central processing unit manufactured by Marvell Technology Group ?","0","0","0","1","0","0","0"
"What is the military branch of John Tower ?","0","0","0","1","0","0","0"
"How many people used to play in the youthclub of FC Barcelona ?","0","1","0","0","0","0","0"
"Count the number of offices held by people who have their allegiances with the american civil war union ?","0","0","0","0","0","0","0"
"Who are the relatives of the character after which Quagmire's Quagmire was made ?","1","0","0","0","0","0","0"
"Who are the tenants of MasterCard Centre ?","1","0","0","0","0","0","0"
"Is nintendo in the video games industry ?","0","0","0","0","0","0","0"
"Which award that has been given to James F Obrien, had used Laemmle Theatres for some service ?","0","0","0","0","0","0","1"
"Does the croton river flow into the hudson ?","0","0","0","0","0","0","0"
"Count all the band members who are in Bands which have signed up with Entertainment One Music ?","0","0","0","0","0","0","0"
"Who is the editor of Hearth and Home ?","1","0","0","0","0","0","0"
"Mike Shinoda is in which band ?","0","0","0","0","0","0","0"
"How many tenants are there in the Mercedes Benz Superdome ?","0","1","0","0","0","0","0"
"What is the religion of the successor of Chatumongol Sonakul ?","0","0","0","1","0","0","0"
"Which associated band of the Teddy Riley is also the performer of the Before I Let You Go ?","0","0","0","0","0","0","1"
"How many developers have worked on games of the Oddworld series ?","0","1","0","0","0","0","0"
"Count everyone who was in a youthclub chaired by Josep Maria Bartomeu ?","0","0","0","0","0","0","0"
"Is Peter Piper Pizza in the pizza industry ?","0","0","0","0","0","0","0"
