Questions,label1,label2,uri1,uri2,label1len,label2len,uri1Label,uri2Label
Who is a successor of Kingship whose parents were Julius Caesar,parent,successor,http://dbpedia.org/ontology/parent,http://dbpedia.org/ontology/successor,1,1,parent,successor
Who wrote the musical based on Mary Poppins,based on,wrote,http://dbpedia.org/ontology/basedOn,http://dbpedia.org/ontology/author,2,1,basedOn,author
How many people have voiced characters sculpted by Clamp,sculpted,voice,http://dbpedia.org/property/creator,http://dbpedia.org/ontology/voice,1,1,creator,voice
What team has  players  born in Dominican Republic,born in,team,http://dbpedia.org/property/birthPlace,http://dbpedia.org/ontology/team,2,1,birthPlace,team
Was Derg the anthem of Ethopia,anthem,,http://dbpedia.org/ontology/anthem,,1,0,anthem,
"What cities does the river goes through, whose tributary is the little black river in Arkansas",tributary,in,http://dbpedia.org/ontology/leftTributary,http://dbpedia.org/ontology/city,1,1,leftTributary,city
How many other characters are there of the plays which has a  characters name Joker (comics),characters,characters,http://dbpedia.org/property/characters,http://dbpedia.org/property/characters,1,1,characters,characters
For how many other teams have the former players of Boston Bruins played,former,team,http://dbpedia.org/ontology/formerTeam,http://dbpedia.org/property/playedFor,1,1,formerTeam,playedFor
Count the different origins of members of the Vitis Vinifera species.,species,origin,http://dbpedia.org/ontology/species,http://dbpedia.org/ontology/origin,1,1,species,origin
Who is the author of Karakuri Dji Ultimo,author,,http://dbpedia.org/property/author,,1,0,author,
Was the  2d Command and Control Squadron barracked in Colorado,in,,http://dbpedia.org/ontology/garrison,,1,0,garrison,
"Who is the founder of Hohenau, Paraguay",founder of,,http://dbpedia.org/ontology/founder,,2,0,founder,
List the show related to the which was followed by Doctor Who Extra,followed by,related,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/ontology/related,2,1,subsequentWork,related
Count the number teams which have  former ice hockey players which also included American Hockey League,former,former,http://dbpedia.org/ontology/formerTeam,http://dbpedia.org/ontology/formerTeam,1,1,formerTeam,formerTeam
Members of how many political parties have died in Delhi,died in,parties,http://dbpedia.org/property/placeOfDeath,http://dbpedia.org/property/party,2,1,placeOfDeath,party
"To how many places does the airlines fly, whose head office is located at the Gatwick Airport",head office,fly,http://dbpedia.org/ontology/headquarter,http://dbpedia.org/property/destinations,2,1,headquarter,destinations
Which political figures were awarded Screen Actors Guild Life Achievement Award,awarded,,http://dbpedia.org/ontology/award,,1,0,award,
Where do current famous NatGeo photographers live,famous,live,http://dbpedia.org/ontology/knownFor,http://dbpedia.org/ontology/residence,1,1,knownFor,residence
How many awards have been given to Italians,ans,awards,http://dbpedia.org/property/birthPlace,http://dbpedia.org/property/awards,1,1,birthPlace,awards
How many different layouts do cars designed by Oliver Boulay have,designed,layout,http://dbpedia.org/property/designer,http://dbpedia.org/ontology/layout,1,1,designer,layout
Is Hyundai Lavita assembled in Malaysia,assembled,,http://dbpedia.org/ontology/assembly,,1,0,assembly,
How many other Guests are there of the television episodes whose Guests is Brian d'Arcy James,Guests,Guests,http://dbpedia.org/property/guests,http://dbpedia.org/property/guests,1,1,guests,guests
List the shrines of the saint whose one of the shrine is Ponza,shrine,shrine,http://dbpedia.org/ontology/majorShrine,http://dbpedia.org/ontology/majorShrine,1,1,majorShrine,majorShrine
Who died due to Morphine,died due,,http://dbpedia.org/ontology/deathCause,,2,0,deathCause,
How many mammals are in the Chordate phylum,phylum,,http://dbpedia.org/property/phylum,,1,0,phylum,
How many people were opponents of the ones buried in the tower of London,buried in,opponent,http://dbpedia.org/property/restingPlace,http://dbpedia.org/ontology/opponent,2,1,restingPlace,opponent
Name the common university of the Cardinal and Jim Wylie,university,university,http://dbpedia.org/ontology/university,http://dbpedia.org/ontology/university,1,1,university,university
Name the species of Southwest African lion,species,,http://dbpedia.org/ontology/species,,1,0,species,
From how many different institutes have the members of Judge Advocate General's Corps graduated,members,graduated,http://dbpedia.org/ontology/militaryRank,http://dbpedia.org/ontology/almaMater,1,1,militaryRank,almaMater
In how many different places have ehtics philosophers died,philosophers,died,http://dbpedia.org/property/mainInterests,http://dbpedia.org/property/placeOfDeath,1,1,mainInterests,placeOfDeath
What political ideology of the Palang Dharma Party is relegion of Inthakin,ideology, ,http://dbpedia.org/ontology/ideology,http://dbpedia.org/ontology/type,1,0,ideology,type
Where did Fort Lauderdale Strikers season of 16 take place,place,,http://dbpedia.org/ontology/ground,,1,0,ground,
What are some relatives of the people who fought in Operation Barbarossa,fought,relatives,http://dbpedia.org/ontology/battle,http://dbpedia.org/ontology/relation,1,1,battle,relation
Is Mike Babcock the head coach of Toronto Maple Leafs,head coach,,http://dbpedia.org/property/headCoach,,2,0,headCoach,
Is Audie Murphy buried in the Arlington national cementery,buried,,http://dbpedia.org/property/placeofburial,,1,0,placeofburial,
What honours did Reigh Count receive,honours,,http://dbpedia.org/ontology/honours,,1,0,honours,
How many people have written stuff broadcasted on the Tokyo Broadcasting System,broadcasted,written,http://dbpedia.org/ontology/network,http://dbpedia.org/property/writer,1,1,network,writer
How many more teams have rented the stadium used by Raptors 905, ,rented,http://dbpedia.org/property/arena,http://dbpedia.org/ontology/tenant,0,1,arena,tenant
Give me a count of musicians who play an instrument developed by George Beauchamp,developed,instrument,http://dbpedia.org/property/keyPeople,http://dbpedia.org/ontology/instrument,1,1,keyPeople,instrument
"Does the St lawrence river start in Kingston, Ontario",start,,http://dbpedia.org/ontology/sourceMountain,,1,0,sourceMountain,
Give me an estimate of the number of manufacturers whose products are managed by MTR,managed,manufacturer,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/manufacturer,1,1,operator,manufacturer
Who is the fictional character whose relative is Vestigial Peter,relative,,http://dbpedia.org/ontology/relative,,1,0,relative,
What are a few molluscas whose family is Buccinidae,family,,http://dbpedia.org/ontology/family,,1,0,family,
What type of government is elected in Kumta,government type,,http://dbpedia.org/ontology/governmentType,,2,0,governmentType,
What is the television show whose subsequent work is Crusade (TV series) and developed by  J. Michael Straczynski,subsequent work,developed by,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/ontology/developer,2,2,subsequentWork,developer
"What people were born in Ridgewood, New Jersey",born in,,http://dbpedia.org/property/birthPlace,,2,0,birthPlace,
What is the company to which Fusajiro Yamauchi proprietor to,proprietor,,http://dbpedia.org/ontology/foundedBy,,1,0,foundedBy,
Who is the performer of the album whose subsequent work is Willie Nelson and Family,subsequent work,performer,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/ontology/artist,2,1,subsequentWork,artist
Name the debut team of Dan Otero,debut team,,http://dbpedia.org/ontology/debutTeam,,2,0,debutTeam,
How many utopian and dystopian fiction books are there,books,,http://dbpedia.org/ontology/literaryGenre,,1,0,literaryGenre,
Does the Westchester Avenue fall under the Bronx,fall under,,http://dbpedia.org/property/counties,,2,0,counties,
Count the total number of software whose programming language is C++ and operating system is Microsoft Windows,programming language,operating system,http://dbpedia.org/property/programmingLanguage,http://dbpedia.org/ontology/operatingSystem,2,2,programmingLanguage,operatingSystem
How many albums were released under the Victor Entertainment label,label,,http://dbpedia.org/property/label,,1,0,label,
Does NOAAS Davidson (S 331) have a homeport in Seattle,homeport,,http://dbpedia.org/ontology/homeport,,1,0,homeport,
Which company owns Evraz,company,,http://dbpedia.org/ontology/owningCompany,,1,0,owningCompany,
Who is the leader of Panki block,leader,,http://dbpedia.org/ontology/leaderName,,1,0,leaderName,
Name the species of Liger,species,,http://dbpedia.org/ontology/species,,1,0,species,
Is michelangelo the painter of The Persian Boy,painter,,http://dbpedia.org/ontology/illustrator,,1,0,illustrator,
Which television shows has sound format as 5.1 surround,format,,http://dbpedia.org/ontology/format,,1,0,format,
Where is the capital of Kelsey Creek located,located,capital,http://dbpedia.org/ontology/region,http://dbpedia.org/ontology/countySeat,1,1,region,countySeat
Name the TV show whose opening theme is Gary Portnoy and the subsequent work is Frasier,opening theme,subsequent work,http://dbpedia.org/ontology/openingTheme,http://dbpedia.org/ontology/subsequentWork,2,2,openingTheme,subsequentWork
How many movies did Joel Schumacher direct,direct,,http://dbpedia.org/ontology/director,,1,0,director,
How many games are played at universities in Metro Manilla,in,played,http://dbpedia.org/property/state,http://dbpedia.org/property/athletics,1,1,state,athletics
Who is the owner of Saumarez,owner,,http://dbpedia.org/ontology/owner,,1,0,owner,
Is Compaq a software company,company,,http://dbpedia.org/ontology/industry,,1,0,industry,
How many owners are there of things located in Alabama,in,owners,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/owner,1,1,city,owner
Was the FIS Alpine World Ski Championship of 1950 held in Colorado,held,,http://dbpedia.org/property/hostCity,,1,0,hostCity,
How many cities are around the sea into which the aegean sea flows,flows,cities,http://dbpedia.org/ontology/outflow,http://dbpedia.org/property/cities,1,1,outflow,cities
How many buildings are located in the jurisdiction of John Tory,jurisdiction,located,http://dbpedia.org/ontology/leaderName,http://dbpedia.org/property/location,1,1,leaderName,location
Which railway line goes through the stations which are a part of the North Caucasus railway,part,railway line,http://dbpedia.org/ontology/type,http://dbpedia.org/ontology/servingRailwayLine,1,2,type,servingRailwayLine
Whose doctoral student is etienne bieler\xc9tienne_Bi\xe9ler,doctoral student,,http://dbpedia.org/ontology/doctoralStudent,,2,0,doctoralStudent,
What are some bands originating in London,originating,,http://dbpedia.org/ontology/hometown,,1,0,hometown,
what awards have been giving to Muhammad Yunus,awards,,http://dbpedia.org/ontology/award,,1,0,award,
How many teams have LA kings players in them currently,teams,team,http://dbpedia.org/ontology/formerTeam,http://dbpedia.org/ontology/team,1,1,formerTeam,team
List the opponents of the relatives of Thomas Helwys,relatives,opponent,http://dbpedia.org/ontology/relation,http://dbpedia.org/ontology/opponent,1,1,relation,opponent
What is the region of Tom Perriello,region,,http://dbpedia.org/ontology/region,,1,0,region,
What are some other great things by the person who produced Queer as Folk,produced,great things,http://dbpedia.org/ontology/producer,http://dbpedia.org/property/notableworks,1,2,producer,notableworks
Is National Archaeological Museum (Florence) the museum of Chimera of Arezzo,Museum,,http://dbpedia.org/property/museum,,1,0,museum,
Who are the associate musical artists of Dalma Kovcs,associate musical,,http://dbpedia.org/ontology/associatedMusicalArtist,,2,0,associatedMusicalArtist,
Does the Vadodara Railway station lie at the end of the Mathura Vadodara route,route end,,http://dbpedia.org/ontology/routeEnd,,2,0,routeEnd,
